pokemonId,type,type2,baseAttack,baseDefense,baseStamina,pokedexHeightM,pokedexWeightKg,candyToEvolve,kmBuddyDistance,thirdMoveStardustToUnlock,thirdMoveCandyToUnlock,shadowPurificationStardustNeeded,shadowPurificationCandyNeeded,quickMoves,cinematicMoves,eliteQuickMove,eliteCinematicMove,megaId,megaAttack,megaDefense,megaStamina,megaHeightM,megaWeightKg,megaType1,megaType2,pokedexNumber,form
MANTYKE,WATER,FLYING,105.0,179.0,128.0,1.0,65.0,25.0,5.0,10000.0,25.0,,,"['BUBBLE_FAST', 'TACKLE_FAST']","['WATER_PULSE', 'ICE_BEAM', 'AERIAL_ACE']",,,,,,,,,,,0458,POKEMON_MANTYKE
SNOVER,GRASS,ICE,115.0,105.0,155.0,1.0,50.5,25.0,3.0,50000.0,50.0,3000.0,3.0,"['POWDER_SNOW_FAST', 'ICE_SHARD_FAST', 'LEAFAGE_FAST']","['ICE_BEAM', 'ENERGY_BALL', 'STOMP']",,,,,,,,,,,0459,POKEMON_SNOVER
ABOMASNOW,GRASS,ICE,178.0,158.0,207.0,2.2,135.5,25.0,3.0,50000.0,50.0,3000.0,3.0,"['POWDER_SNOW_FAST', 'RAZOR_LEAF_FAST', 'LEAFAGE_FAST']","['BLIZZARD', 'ENERGY_BALL', 'OUTRAGE', 'WEATHER_BALL_ICE', 'ICY_WIND']",,,MEGA,240.0,191.0,207.0,2.7,185.0,GRASS,ICE,0460,POKEMON_ABOMASNOW
WEAVILE,DARK,ICE,243.0,171.0,172.0,1.1,34.0,25.0,3.0,50000.0,50.0,3000.0,3.0,"['ICE_SHARD_FAST', 'FEINT_ATTACK_FAST', 'SNARL_FAST']","['AVALANCHE', 'FOCUS_BLAST', 'FOUL_PLAY', 'TRIPLE_AXEL']",,,,,,,,,,,0461,POKEMON_WEAVILE
MAGNEZONE,ELECTRIC,STEEL,238.0,205.0,172.0,1.2,180.0,25.0,3.0,50000.0,50.0,3000.0,3.0,"['SPARK_FAST', 'CHARGE_BEAM_FAST', 'VOLT_SWITCH_FAST', 'METAL_SOUND_FAST']","['ZAP_CANNON', 'WILD_CHARGE', 'FLASH_CANNON', 'MIRROR_SHOT']",,,,,,,,,,,0462,POKEMON_MAGNEZONE
LICKILICKY,NORMAL,,161.0,181.0,242.0,1.7,140.0,25.0,3.0,50000.0,50.0,,,"['LICK_FAST', 'ZEN_HEADBUTT_FAST', 'ROLLOUT_FAST']","['HYPER_BEAM', 'EARTHQUAKE', 'SOLAR_BEAM', 'SHADOW_BALL']",,['BODY_SLAM'],,,,,,,,,0463,POKEMON_LICKILICKY
RHYPERIOR,GROUND,ROCK,241.0,190.0,251.0,2.4,282.8,25.0,3.0,50000.0,50.0,3000.0,3.0,"['MUD_SLAP_FAST', 'SMACK_DOWN_FAST']","['SURF', 'EARTHQUAKE', 'STONE_EDGE', 'SKULL_BASH', 'SUPER_POWER', 'BREAKING_SWIPE']",,['ROCK_WRECKER'],,,,,,,,,0464,POKEMON_RHYPERIOR
TANGROWTH,GRASS,,207.0,184.0,225.0,2.0,128.6,25.0,3.0,50000.0,50.0,3000.0,3.0,"['VINE_WHIP_FAST', 'INFESTATION_FAST']","['ANCIENT_POWER', 'SLUDGE_BOMB', 'SOLAR_BEAM', 'POWER_WHIP', 'ROCK_SLIDE']",,,,,,,,,,,0465,POKEMON_TANGROWTH
ELECTIVIRE,ELECTRIC,,249.0,163.0,181.0,1.8,138.6,25.0,5.0,75000.0,75.0,5000.0,5.0,"['THUNDER_SHOCK_FAST', 'LOW_KICK_FAST']","['THUNDER_PUNCH', 'WILD_CHARGE', 'THUNDER', 'ICE_PUNCH']",,['FLAMETHROWER'],,,,,,,,,0466,POKEMON_ELECTIVIRE
MAGMORTAR,FIRE,,247.0,172.0,181.0,1.6,68.0,25.0,5.0,75000.0,75.0,5000.0,5.0,"['FIRE_SPIN_FAST', 'KARATE_CHOP_FAST']","['BRICK_BREAK', 'FIRE_PUNCH', 'FIRE_BLAST', 'PSYCHIC', 'SCORCHING_SANDS']",,['THUNDERBOLT'],,,,,,,,,0467,POKEMON_MAGMORTAR
TOGEKISS,FAIRY,FLYING,225.0,217.0,198.0,1.5,38.0,25.0,3.0,50000.0,50.0,,,"['AIR_SLASH_FAST', 'HIDDEN_POWER_FAST', 'CHARM_FAST']","['ANCIENT_POWER', 'DAZZLING_GLEAM', 'AERIAL_ACE', 'FLAMETHROWER']",,['AURA_SPHERE'],,,,,,,,,0468,POKEMON_TOGEKISS
YANMEGA,BUG,FLYING,231.0,156.0,200.0,1.9,51.5,25.0,3.0,50000.0,50.0,,,"['BUG_BITE_FAST', 'WING_ATTACK_FAST']","['ANCIENT_POWER', 'AERIAL_ACE', 'BUG_BUZZ']",,,,,,,,,,,0469,POKEMON_YANMEGA
LEAFEON,GRASS,,216.0,219.0,163.0,1.0,25.5,25.0,5.0,75000.0,50.0,,,"['RAZOR_LEAF_FAST', 'QUICK_ATTACK_FAST']","['SOLAR_BEAM', 'LEAF_BLADE', 'ENERGY_BALL']",['BULLET_SEED_FAST'],['LAST_RESORT'],,,,,,,,,0470,POKEMON_LEAFEON
GLACEON,ICE,,238.0,205.0,163.0,0.8,25.9,25.0,5.0,75000.0,50.0,,,"['ICE_SHARD_FAST', 'FROST_BREATH_FAST']","['AVALANCHE', 'ICY_WIND', 'ICE_BEAM']",,"['LAST_RESORT', 'WATER_PULSE']",,,,,,,,,0471,POKEMON_GLACEON
GLISCOR,GROUND,FLYING,185.0,222.0,181.0,2.0,42.5,25.0,5.0,75000.0,75.0,5000.0,5.0,"['FURY_CUTTER_FAST', 'WING_ATTACK_FAST', 'SAND_ATTACK_FAST']","['EARTHQUAKE', 'AERIAL_ACE', 'NIGHT_SLASH', 'SAND_TOMB']",,,,,,,,,,,0472,POKEMON_GLISCOR
MAMOSWINE,ICE,GROUND,247.0,146.0,242.0,2.5,291.0,25.0,3.0,50000.0,50.0,3000.0,3.0,"['MUD_SLAP_FAST', 'POWDER_SNOW_FAST']","['AVALANCHE', 'BULLDOZE', 'STONE_EDGE', 'HIGH_HORSEPOWER']",,['ANCIENT_POWER'],,,,,,,,,0473,POKEMON_MAMOSWINE
PORYGON_Z,NORMAL,,264.0,150.0,198.0,0.9,34.0,25.0,3.0,50000.0,50.0,3000.0,3.0,"['HIDDEN_POWER_FAST', 'CHARGE_BEAM_FAST', 'LOCK_ON_FAST']","['SOLAR_BEAM', 'HYPER_BEAM', 'ZAP_CANNON', 'BLIZZARD']",,['TRI_ATTACK'],,,,,,,,,0474,POKEMON_PORYGON_Z
GALLADE,PSYCHIC,FIGHTING,237.0,195.0,169.0,1.6,52.0,25.0,5.0,75000.0,75.0,5000.0,5.0,"['CONFUSION_FAST', 'LOW_KICK_FAST', 'CHARM_FAST', 'PSYCHO_CUT_FAST']","['CLOSE_COMBAT', 'PSYCHIC', 'LEAF_BLADE']",,['SYNCHRONOISE'],MEGA,326.0,230.0,169.0,1.6,56.4,PSYCHIC,FIGHTING,0475,POKEMON_GALLADE
PROBOPASS,ROCK,STEEL,135.0,275.0,155.0,1.4,340.0,25.0,3.0,50000.0,50.0,3000.0,3.0,"['ROCK_THROW_FAST', 'SPARK_FAST']","['MAGNET_BOMB', 'ROCK_SLIDE', 'THUNDERBOLT', 'ZAP_CANNON']",,,,,,,,,,,0476,POKEMON_PROBOPASS
DUSKNOIR,GHOST,,180.0,254.0,128.0,2.2,106.6,25.0,3.0,50000.0,50.0,3000.0,3.0,"['HEX_FAST', 'ASTONISH_FAST']","['OMINOUS_WIND', 'PSYCHIC', 'DARK_PULSE', 'POLTERGEIST', 'SHADOW_PUNCH']",,['SHADOW_BALL'],,,,,,,,,0477,POKEMON_DUSKNOIR
FROSLASS,ICE,GHOST,171.0,150.0,172.0,1.3,26.6,25.0,3.0,50000.0,50.0,3000.0,3.0,"['POWDER_SNOW_FAST', 'HEX_FAST']","['AVALANCHE', 'CRUNCH', 'SHADOW_BALL', 'TRIPLE_AXEL']",,,,,,,,,,,0478,POKEMON_FROSLASS
ROTOM,ELECTRIC,GHOST,185.0,159.0,137.0,0.3,0.3,25.0,5.0,75000.0,75.0,,,"['ASTONISH_FAST', 'THUNDER_SHOCK_FAST']","['OMINOUS_WIND', 'THUNDERBOLT', 'THUNDER']",,,,,,,,,,,0479,POKEMON_ROTOM
ROTOM,ELECTRIC,FLYING,204.0,219.0,137.0,0.3,0.3,25.0,5.0,75000.0,75.0,,,"['ASTONISH_FAST', 'AIR_SLASH_FAST']","['OMINOUS_WIND', 'THUNDERBOLT', 'THUNDER']",,,,,,,,,,,0479,POKEMON_ROTOM_FAN
ROTOM,ELECTRIC,ICE,204.0,219.0,137.0,0.3,0.3,25.0,5.0,75000.0,75.0,,,"['ASTONISH_FAST', 'THUNDER_SHOCK_FAST']","['BLIZZARD', 'THUNDERBOLT', 'THUNDER']",,,,,,,,,,,0479,POKEMON_ROTOM_FROST
ROTOM,ELECTRIC,FIRE,204.0,219.0,137.0,0.3,0.3,25.0,5.0,75000.0,75.0,,,"['ASTONISH_FAST', 'THUNDER_SHOCK_FAST']","['OVERHEAT', 'THUNDERBOLT', 'THUNDER']",,,,,,,,,,,0479,POKEMON_ROTOM_HEAT
ROTOM,ELECTRIC,GRASS,204.0,219.0,137.0,0.3,0.3,25.0,5.0,75000.0,75.0,,,"['ASTONISH_FAST', 'THUNDER_SHOCK_FAST']","['OMINOUS_WIND', 'THUNDERBOLT', 'THUNDER']",,,,,,,,,,,0479,POKEMON_ROTOM_MOW
ROTOM,ELECTRIC,WATER,204.0,219.0,137.0,0.3,0.3,25.0,5.0,75000.0,75.0,,,"['ASTONISH_FAST', 'THUNDER_SHOCK_FAST']","['HYDRO_PUMP', 'THUNDERBOLT', 'THUNDER']",,,,,,,,,,,0479,POKEMON_ROTOM_WASH
UXIE,PSYCHIC,,156.0,270.0,181.0,0.3,0.3,25.0,20.0,100000.0,100.0,,,"['CONFUSION_FAST', 'EXTRASENSORY_FAST']","['FUTURESIGHT', 'SWIFT', 'THUNDER']",,,,,,,,,,,0480,POKEMON_UXIE
MESPRIT,PSYCHIC,,212.0,212.0,190.0,0.3,0.3,25.0,20.0,100000.0,100.0,,,"['CONFUSION_FAST', 'EXTRASENSORY_FAST']","['FUTURESIGHT', 'SWIFT', 'BLIZZARD']",,,,,,,,,,,0481,POKEMON_MESPRIT
AZELF,PSYCHIC,,270.0,151.0,181.0,0.3,0.3,25.0,20.0,100000.0,100.0,,,"['CONFUSION_FAST', 'EXTRASENSORY_FAST']","['FUTURESIGHT', 'SWIFT', 'FIRE_BLAST']",,,,,,,,,,,0482,POKEMON_AZELF
DIALGA,STEEL,DRAGON,275.0,211.0,205.0,5.4,683.0,25.0,20.0,100000.0,100.0,,,"['DRAGON_BREATH_FAST', 'METAL_CLAW_FAST']","['DRACO_METEOR', 'IRON_HEAD', 'THUNDER']",,,,,,,,,,,0483,POKEMON_DIALGA
PALKIA,WATER,DRAGON,280.0,215.0,189.0,4.2,336.0,25.0,20.0,100000.0,100.0,,,"['DRAGON_BREATH_FAST', 'DRAGON_TAIL_FAST']","['DRACO_METEOR', 'FIRE_BLAST', 'HYDRO_PUMP', 'AQUA_TAIL']",,,,,,,,,,,0484,POKEMON_PALKIA
HEATRAN,FIRE,STEEL,251.0,213.0,209.0,1.7,430.0,25.0,20.0,100000.0,100.0,20000.0,20.0,"['FIRE_SPIN_FAST', 'BUG_BITE_FAST']","['FIRE_BLAST', 'IRON_HEAD', 'STONE_EDGE', 'FLAMETHROWER', 'EARTH_POWER']",,['MAGMA_STORM'],,,,,,,,,0485,POKEMON_HEATRAN
REGIGIGAS,NORMAL,,287.0,210.0,221.0,3.7,420.0,25.0,20.0,100000.0,100.0,20000.0,20.0,"['ZEN_HEADBUTT_FAST', 'HIDDEN_POWER_FAST']","['GIGA_IMPACT', 'FOCUS_BLAST', 'THUNDER']",,,,,,,,,,,0486,POKEMON_REGIGIGAS
GIRATINA,GHOST,DRAGON,187.0,225.0,284.0,4.5,750.0,25.0,20.0,100000.0,100.0,,,"['DRAGON_BREATH_FAST', 'SHADOW_CLAW_FAST']","['DRAGON_CLAW', 'ANCIENT_POWER', 'SHADOW_SNEAK']",,['SHADOW_FORCE'],,,,,,,,,0487,POKEMON_GIRATINA
CRESSELIA,PSYCHIC,,152.0,258.0,260.0,1.5,85.6,25.0,20.0,100000.0,100.0,20000.0,20.0,"['PSYCHO_CUT_FAST', 'CONFUSION_FAST']","['AURORA_BEAM', 'MOONBLAST', 'FUTURESIGHT']",,['GRASS_KNOT'],,,,,,,,,0488,POKEMON_CRESSELIA
PHIONE,WATER,,162.0,162.0,190.0,0.4,3.1,25.0,20.0,100000.0,100.0,,,"['WATERFALL_FAST', 'BUBBLE_FAST']","['BUBBLE_BEAM', 'WATER_PULSE', 'SURF']",,,,,,,,,,,0489,POKEMON_PHIONE
MANAPHY,WATER,,210.0,210.0,225.0,0.3,1.4,25.0,20.0,100000.0,100.0,,,"['WATERFALL_FAST', 'BUBBLE_FAST']","['BUBBLE_BEAM', 'PSYCHIC', 'SURF']",,,,,,,,,,,0490,POKEMON_MANAPHY
DARKRAI,DARK,,285.0,198.0,172.0,1.5,50.5,25.0,20.0,100000.0,100.0,,,"['SNARL_FAST', 'FEINT_ATTACK_FAST']","['FOCUS_BLAST', 'SHADOW_BALL', 'DARK_PULSE']",,['SLUDGE_BOMB'],,,,,,,,,0491,POKEMON_DARKRAI
SHAYMIN,GRASS,,210.0,210.0,225.0,0.2,2.1,25.0,20.0,100000.0,100.0,,,"['HIDDEN_POWER_FAST', 'ZEN_HEADBUTT_FAST']","['ENERGY_BALL', 'GRASS_KNOT', 'SOLAR_BEAM', 'SEED_FLARE']",,,,,,,,,,,0492,POKEMON_SHAYMIN
SHAYMIN,GRASS,FLYING,261.0,166.0,225.0,0.4,5.2,25.0,20.0,100000.0,100.0,,,"['HIDDEN_POWER_FAST', 'ZEN_HEADBUTT_FAST', 'MAGICAL_LEAF_FAST']","['ENERGY_BALL', 'GRASS_KNOT', 'SOLAR_BEAM', 'SEED_FLARE']",,,,,,,,,,,0492,POKEMON_SHAYMIN_SKY
ARCEUS,NORMAL,,238.0,238.0,237.0,3.2,320.0,25.0,20.0,100000.0,100.0,,,"['IRON_TAIL_FAST', 'SHADOW_CLAW_FAST']","['FUTURESIGHT', 'HYPER_BEAM', 'OUTRAGE']",,,,,,,,,,,0493,POKEMON_ARCEUS
ARCEUS,BUG,,238.0,238.0,237.0,3.2,320.0,25.0,20.0,100000.0,100.0,,,"['IRON_TAIL_FAST', 'SHADOW_CLAW_FAST']","['FUTURESIGHT', 'HYPER_BEAM', 'OUTRAGE']",,,,,,,,,,,0493,POKEMON_ARCEUS_BUG
ARCEUS,DARK,,238.0,238.0,237.0,3.2,320.0,25.0,20.0,100000.0,100.0,,,"['IRON_TAIL_FAST', 'SHADOW_CLAW_FAST']","['FUTURESIGHT', 'HYPER_BEAM', 'OUTRAGE']",,,,,,,,,,,0493,POKEMON_ARCEUS_DARK
ARCEUS,DRAGON,,238.0,238.0,237.0,3.2,320.0,25.0,20.0,100000.0,100.0,,,"['IRON_TAIL_FAST', 'SHADOW_CLAW_FAST']","['FUTURESIGHT', 'HYPER_BEAM', 'OUTRAGE']",,,,,,,,,,,0493,POKEMON_ARCEUS_DRAGON
ARCEUS,ELECTRIC,,238.0,238.0,237.0,3.2,320.0,25.0,20.0,100000.0,100.0,,,"['IRON_TAIL_FAST', 'SHADOW_CLAW_FAST']","['FUTURESIGHT', 'HYPER_BEAM', 'OUTRAGE']",,,,,,,,,,,0493,POKEMON_ARCEUS_ELECTRIC
ARCEUS,FAIRY,,238.0,238.0,237.0,3.2,320.0,25.0,20.0,100000.0,100.0,,,"['IRON_TAIL_FAST', 'SHADOW_CLAW_FAST']","['FUTURESIGHT', 'HYPER_BEAM', 'OUTRAGE']",,,,,,,,,,,0493,POKEMON_ARCEUS_FAIRY
ARCEUS,FIGHTING,,238.0,238.0,237.0,3.2,320.0,25.0,20.0,100000.0,100.0,,,"['IRON_TAIL_FAST', 'SHADOW_CLAW_FAST']","['FUTURESIGHT', 'HYPER_BEAM', 'OUTRAGE']",,,,,,,,,,,0493,POKEMON_ARCEUS_FIGHTING
ARCEUS,FIRE,,238.0,238.0,237.0,3.2,320.0,25.0,20.0,100000.0,100.0,,,"['IRON_TAIL_FAST', 'SHADOW_CLAW_FAST']","['FUTURESIGHT', 'HYPER_BEAM', 'OUTRAGE']",,,,,,,,,,,0493,POKEMON_ARCEUS_FIRE
ARCEUS,FLYING,,238.0,238.0,237.0,3.2,320.0,25.0,20.0,100000.0,100.0,,,"['IRON_TAIL_FAST', 'SHADOW_CLAW_FAST']","['FUTURESIGHT', 'HYPER_BEAM', 'OUTRAGE']",,,,,,,,,,,0493,POKEMON_ARCEUS_FLYING
ARCEUS,GHOST,,238.0,238.0,237.0,3.2,320.0,25.0,20.0,100000.0,100.0,,,"['IRON_TAIL_FAST', 'SHADOW_CLAW_FAST']","['FUTURESIGHT', 'HYPER_BEAM', 'OUTRAGE']",,,,,,,,,,,0493,POKEMON_ARCEUS_GHOST
ARCEUS,GRASS,,238.0,238.0,237.0,3.2,320.0,25.0,20.0,100000.0,100.0,,,"['IRON_TAIL_FAST', 'SHADOW_CLAW_FAST']","['FUTURESIGHT', 'HYPER_BEAM', 'OUTRAGE']",,,,,,,,,,,0493,POKEMON_ARCEUS_GRASS
ARCEUS,GROUND,,238.0,238.0,237.0,3.2,320.0,25.0,20.0,100000.0,100.0,,,"['IRON_TAIL_FAST', 'SHADOW_CLAW_FAST']","['FUTURESIGHT', 'HYPER_BEAM', 'OUTRAGE']",,,,,,,,,,,0493,POKEMON_ARCEUS_GROUND
ARCEUS,ICE,,238.0,238.0,237.0,3.2,320.0,25.0,20.0,100000.0,100.0,,,"['IRON_TAIL_FAST', 'SHADOW_CLAW_FAST']","['FUTURESIGHT', 'HYPER_BEAM', 'OUTRAGE']",,,,,,,,,,,0493,POKEMON_ARCEUS_ICE
ARCEUS,POISON,,238.0,238.0,237.0,3.2,320.0,25.0,20.0,100000.0,100.0,,,"['IRON_TAIL_FAST', 'SHADOW_CLAW_FAST']","['FUTURESIGHT', 'HYPER_BEAM', 'OUTRAGE']",,,,,,,,,,,0493,POKEMON_ARCEUS_POISON
ARCEUS,PSYCHIC,,238.0,238.0,237.0,3.2,320.0,25.0,20.0,100000.0,100.0,,,"['IRON_TAIL_FAST', 'SHADOW_CLAW_FAST']","['FUTURESIGHT', 'HYPER_BEAM', 'OUTRAGE']",,,,,,,,,,,0493,POKEMON_ARCEUS_PSYCHIC
ARCEUS,ROCK,,238.0,238.0,237.0,3.2,320.0,25.0,20.0,100000.0,100.0,,,"['IRON_TAIL_FAST', 'SHADOW_CLAW_FAST']","['FUTURESIGHT', 'HYPER_BEAM', 'OUTRAGE']",,,,,,,,,,,0493,POKEMON_ARCEUS_ROCK
ARCEUS,STEEL,,238.0,238.0,237.0,3.2,320.0,25.0,20.0,100000.0,100.0,,,"['IRON_TAIL_FAST', 'SHADOW_CLAW_FAST']","['FUTURESIGHT', 'HYPER_BEAM', 'OUTRAGE']",,,,,,,,,,,0493,POKEMON_ARCEUS_STEEL
ARCEUS,WATER,,238.0,238.0,237.0,3.2,320.0,25.0,20.0,100000.0,100.0,,,"['IRON_TAIL_FAST', 'SHADOW_CLAW_FAST']","['FUTURESIGHT', 'HYPER_BEAM', 'OUTRAGE']",,,,,,,,,,,0493,POKEMON_ARCEUS_WATER
VICTINI,PSYCHIC,FIRE,210.0,210.0,225.0,0.4,4.0,,20.0,100000.0,100.0,,,"['CONFUSION_FAST', 'QUICK_ATTACK_FAST']","['OVERHEAT', 'FOCUS_BLAST', 'PSYCHIC', 'V_CREATE']",,,,,,,,,,,0494,POKEMON_VICTINI
SNIVY,GRASS,,88.0,107.0,128.0,0.6,8.1,25.0,3.0,10000.0,25.0,,,"['TACKLE_FAST', 'VINE_WHIP_FAST']","['ENERGY_BALL', 'SEED_BOMB', 'WRAP']",,,,,,,,,,,0495,POKEMON_SNIVY
SERVINE,GRASS,,122.0,152.0,155.0,0.8,16.0,25.0,3.0,10000.0,25.0,,,"['IRON_TAIL_FAST', 'VINE_WHIP_FAST']","['GRASS_KNOT', 'LEAF_TORNADO', 'WRAP']",,,,,,,,,,,0496,POKEMON_SERVINE
SERPERIOR,GRASS,,161.0,204.0,181.0,3.3,63.0,25.0,3.0,10000.0,25.0,,,"['IRON_TAIL_FAST', 'VINE_WHIP_FAST']","['GRASS_KNOT', 'LEAF_TORNADO', 'AERIAL_ACE']",,['FRENZY_PLANT'],,,,,,,,,0497,POKEMON_SERPERIOR
TEPIG,FIRE,,115.0,85.0,163.0,0.5,9.9,25.0,3.0,10000.0,25.0,,,"['TACKLE_FAST', 'EMBER_FAST']","['FLAME_CHARGE', 'FLAMETHROWER', 'BODY_SLAM']",,,,,,,,,,,0498,POKEMON_TEPIG
PIGNITE,FIRE,FIGHTING,173.0,106.0,207.0,1.0,55.5,25.0,3.0,10000.0,25.0,,,"['TACKLE_FAST', 'EMBER_FAST']","['FLAME_CHARGE', 'FLAMETHROWER', 'ROCK_TOMB']",,,,,,,,,,,0499,POKEMON_PIGNITE
EMBOAR,FIRE,FIGHTING,235.0,127.0,242.0,1.6,150.0,25.0,3.0,10000.0,25.0,,,"['LOW_KICK_FAST', 'EMBER_FAST']","['HEAT_WAVE', 'ROCK_SLIDE', 'FOCUS_BLAST', 'FLAME_CHARGE']",,['BLAST_BURN'],,,,,,,,,0500,POKEMON_EMBOAR
OSHAWOTT,WATER,,117.0,85.0,146.0,0.5,5.9,25.0,3.0,10000.0,25.0,,,"['TACKLE_FAST', 'WATER_GUN_FAST']","['AQUA_TAIL', 'WATER_PULSE', 'NIGHT_SLASH']",,,,,,,,,,,0501,POKEMON_OSHAWOTT
DEWOTT,WATER,,159.0,116.0,181.0,0.8,24.5,25.0,3.0,10000.0,25.0,,,"['FURY_CUTTER_FAST', 'WATER_GUN_FAST']","['AQUA_TAIL', 'WATER_PULSE', 'X_SCISSOR']",,,,,,,,,,,0502,POKEMON_DEWOTT
SAMUROTT,WATER,,212.0,157.0,216.0,1.5,94.6,25.0,3.0,10000.0,25.0,,,"['FURY_CUTTER_FAST', 'WATERFALL_FAST']","['HYDRO_PUMP', 'BLIZZARD', 'MEGAHORN', 'RAZOR_SHELL', 'LIQUIDATION']",,['HYDRO_CANNON'],,,,,,,,,0503,POKEMON_SAMUROTT
SAMUROTT,WATER,DARK,218.0,152.0,207.0,1.5,58.2,25.0,3.0,10000.0,25.0,,,"['WATERFALL_FAST', 'FURY_CUTTER_FAST', 'SNARL_FAST']","['RAZOR_SHELL', 'ICY_WIND', 'X_SCISSOR', 'DARK_PULSE']",,,,,,,,,,,0503,POKEMON_SAMUROTT_HISUIAN
PATRAT,NORMAL,,98.0,73.0,128.0,0.5,11.6,25.0,1.0,10000.0,25.0,1000.0,1.0,"['TACKLE_FAST', 'BITE_FAST']","['DIG', 'HYPER_FANG', 'GRASS_KNOT']",,,,,,,,,,,0504,POKEMON_PATRAT
WATCHOG,NORMAL,,165.0,139.0,155.0,1.1,27.0,25.0,1.0,10000.0,25.0,1000.0,1.0,"['LOW_KICK_FAST', 'BITE_FAST']","['CRUNCH', 'HYPER_FANG', 'GRASS_KNOT']",,,,,,,,,,,0505,POKEMON_WATCHOG
LILLIPUP,NORMAL,,107.0,86.0,128.0,0.4,4.1,25.0,1.0,10000.0,25.0,,,"['TACKLE_FAST', 'TAKE_DOWN_FAST', 'SAND_ATTACK_FAST']","['THUNDERBOLT', 'ROCK_TOMB', 'DIG']",,,,,,,,,,,0506,POKEMON_LILLIPUP
HERDIER,NORMAL,,145.0,126.0,163.0,0.9,14.7,25.0,1.0,10000.0,25.0,,,"['LICK_FAST', 'TAKE_DOWN_FAST', 'SAND_ATTACK_FAST']","['THUNDERBOLT', 'PLAY_ROUGH', 'DIG']",,,,,,,,,,,0507,POKEMON_HERDIER
STOUTLAND,NORMAL,,206.0,182.0,198.0,1.2,61.0,25.0,1.0,10000.0,25.0,,,"['LICK_FAST', 'TAKE_DOWN_FAST', 'ICE_FANG_FAST', 'SAND_ATTACK_FAST']","['WILD_CHARGE', 'PLAY_ROUGH', 'CRUNCH']",,,,,,,,,,,0508,POKEMON_STOUTLAND
PURRLOIN,DARK,,98.0,73.0,121.0,0.4,10.1,25.0,1.0,10000.0,25.0,1000.0,1.0,"['SCRATCH_FAST', 'SUCKER_PUNCH_FAST']","['NIGHT_SLASH', 'PLAY_ROUGH', 'DARK_PULSE']",,,,,,,,,,,0509,POKEMON_PURRLOIN
LIEPARD,DARK,,187.0,106.0,162.0,1.1,37.5,25.0,1.0,10000.0,25.0,1000.0,1.0,"['CHARM_FAST', 'SNARL_FAST']","['GUNK_SHOT', 'PLAY_ROUGH', 'DARK_PULSE', 'PAYBACK']",,,,,,,,,,,0510,POKEMON_LIEPARD
PANSAGE,GRASS,,104.0,94.0,137.0,0.6,10.5,25.0,3.0,50000.0,50.0,,,"['SCRATCH_FAST', 'VINE_WHIP_FAST']","['ENERGY_BALL', 'SEED_BOMB', 'CRUNCH']",,,,,,,,,,,0511,POKEMON_PANSAGE
SIMISAGE,GRASS,,206.0,133.0,181.0,1.1,30.5,25.0,3.0,50000.0,50.0,,,"['BITE_FAST', 'VINE_WHIP_FAST']","['SOLAR_BEAM', 'GRASS_KNOT', 'CRUNCH']",,,,,,,,,,,0512,POKEMON_SIMISAGE
PANSEAR,FIRE,,104.0,94.0,137.0,0.6,11.0,25.0,3.0,50000.0,50.0,,,"['SCRATCH_FAST', 'FIRE_SPIN_FAST']","['FLAME_BURST', 'FLAME_CHARGE', 'CRUNCH']",,,,,,,,,,,0513,POKEMON_PANSEAR
SIMISEAR,FIRE,,206.0,133.0,181.0,1.0,28.0,25.0,3.0,50000.0,50.0,,,"['BITE_FAST', 'FIRE_SPIN_FAST']","['FLAMETHROWER', 'FIRE_BLAST', 'CRUNCH']",,,,,,,,,,,0514,POKEMON_SIMISEAR
PANPOUR,WATER,,104.0,94.0,137.0,0.6,13.5,25.0,3.0,50000.0,50.0,,,"['SCRATCH_FAST', 'WATER_GUN_FAST']","['SURF', 'WATER_PULSE', 'CRUNCH']",,,,,,,,,,,0515,POKEMON_PANPOUR
SIMIPOUR,WATER,,206.0,133.0,181.0,1.0,29.0,25.0,3.0,50000.0,50.0,,,"['BITE_FAST', 'WATER_GUN_FAST']","['SURF', 'HYDRO_PUMP', 'CRUNCH']",,,,,,,,,,,0516,POKEMON_SIMIPOUR
MUNNA,PSYCHIC,,111.0,92.0,183.0,0.6,23.3,25.0,3.0,50000.0,50.0,,,"['ZEN_HEADBUTT_FAST', 'CHARGE_BEAM_FAST']","['PSYBEAM', 'DAZZLING_GLEAM', 'PSYSHOCK']",,,,,,,,,,,0517,POKEMON_MUNNA
MUSHARNA,PSYCHIC,,183.0,166.0,253.0,1.1,60.5,25.0,3.0,50000.0,50.0,,,"['ZEN_HEADBUTT_FAST', 'CHARGE_BEAM_FAST']","['FUTURESIGHT', 'DAZZLING_GLEAM', 'PSYSHOCK']",,,,,,,,,,,0518,POKEMON_MUSHARNA
PIDOVE,NORMAL,FLYING,98.0,80.0,137.0,0.3,2.1,25.0,1.0,10000.0,25.0,1000.0,1.0,"['QUICK_ATTACK_FAST', 'AIR_SLASH_FAST']","['HEAT_WAVE', 'AERIAL_ACE', 'AIR_CUTTER']",,,,,,,,,,,0519,POKEMON_PIDOVE
